model_name,model_family,task,split,row_count,mae,rmse,r2,directional_accuracy,predicted_positive_rate,signal_count,signal_rate,precision_among_signaled,top_quantile_count,top_quantile_avg_return_bps,top_quantile_cumulative_return_bps,avg_signal_return_bps,median_signal_return_bps,cumulative_signal_return_bps,signal_hit_rate,signal_return_std_bps,signal_sharpe_like,pearson_corr,selected_threshold,selected_threshold_objective,selected_threshold_objective_value,threshold_objective,checkpoint_selection_metric,best_checkpoint_metric_value,checkpoint_selection_effective_metric,best_checkpoint_effective_metric_value,checkpoint_selection_fallback_used,selected_loss,prediction_mode,regression_loss,use_balanced_classification_loss,preprocessing_scaler,winsorize_lower_quantile,winsorize_upper_quantile
tcn,deep_learning,regression,test,8822,1.3901685960934511,1.7715220755115064,-0.27186946442117876,1.0,0.0,0,0.0,,883,-32.1443543777748,-28383.464915575154,,,,,,,0.4744552739115342,0.0,avg_signal_return_bps,,avg_signal_return_bps,validation_avg_signal_return_bps,,validation_loss,1.2842296199496934,True,huber,static,huber,,robust,0.01,0.99
tcn,deep_learning,regression,train,30090,2.534790527286262,5.379782615898762,0.2938925463228311,0.9970089730807578,0.0,0,0.0,,3009,-23.478714957676743,-70647.45330764932,,,,,,,0.5605134843234301,0.0,avg_signal_return_bps,,avg_signal_return_bps,validation_avg_signal_return_bps,,validation_loss,1.2842296199496934,True,huber,static,huber,,robust,0.01,0.99
tcn,deep_learning,regression,validation,6576,1.7135931562748932,2.3944294784391364,0.17855665764863937,0.9998479318734793,0.0,0,0.0,,658,-29.296880880797264,-19277.3476195646,,,,,,,0.4953861006047477,0.0,avg_signal_return_bps,,avg_signal_return_bps,validation_avg_signal_return_bps,,validation_loss,1.2842296199496934,True,huber,static,huber,,robust,0.01,0.99
