experiment,family_name,family_label,family_source_name,scenario_name,scenario_order,run_name,strategy_name,source,source_subtype,task,evaluation_split,status,diagnostic_reason,skip_reason,signal_threshold,signal_threshold_mode,threshold_objective,selected_threshold_objective_value,prediction_mode,calibration_method,feature_importance_method,selected_hyperparameters_json,checkpoint_selection_metric,best_checkpoint_metric_value,checkpoint_selection_effective_metric,best_checkpoint_effective_metric_value,checkpoint_selection_fallback_used,selected_loss,regression_loss,use_balanced_classification_loss,preprocessing_scaler,winsorize_lower_quantile,winsorize_upper_quantile,signal_count_by_split,trade_count,active_position_count,cumulative_return,realized_cumulative_return,annualized_return,realized_annualized_return,sharpe_ratio,simple_annualized_sharpe,raw_period_sharpe,autocorr_adjusted_sharpe,realized_sharpe_ratio,max_drawdown,realized_max_drawdown,mark_to_market_max_drawdown,win_rate,profit_factor,average_trade_return_bps,median_trade_return_bps,average_trade_pnl_usd,expectancy_per_trade_usd,expectancy_per_trade_bps,average_holding_hours,median_holding_hours,max_consecutive_losses,exposure_time_fraction,average_gross_leverage,max_gross_leverage,total_turnover_usd,total_fees_usd,total_gas_cost_usd,total_other_friction_usd,total_embedded_slippage_cost_usd,total_funding_pnl_usd,funding_contribution_share,total_gross_pnl_usd,total_net_pnl_usd,final_equity_usd,realized_final_equity_usd,has_trades,strategy_detail_label,ablation_name,excluded_feature_groups,excluded_feature_count,model_family_type
feature_ablation,baseline_ml,Simple ML Baseline,baseline-ml,no_basis,2,feature_ablation_baseline_ml_no_basis,logistic_l1,baseline-ml,baseline_linear,classification,test,completed,,,0.5,constant,avg_signal_return_bps,,static,none,permutation_validation,"{""c"": 0.5, ""class_weight"": ""balanced"", ""estimator"": ""logistic_l1"", ""l1_ratio"": null, ""max_iter"": 2500, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}",,,,,False,,,False,,,,"{""test"": 13}",12,12,-0.004023814332537623,-0.004023814332537623,-0.003938561018841491,-0.003938561018841491,-3.4358459156709618,-3.4358459156709618,-0.03670976683806528,-3.4562435374247564,-3.42398843636547,-0.004023814332537734,-0.004023814332537734,-0.004023814332537734,0.0,0.0,-33.53178610448164,-33.96636423308402,-33.53178610448164,-33.53178610448164,-33.53178610448164,1.0833333333333333,1.0,12,0.0014523516925483186,0.00029047033850966374,0.2,480000.0,240.0,24.0,0.0,143.99999999999997,1.3651,0.003392552158685312,-138.38143325377968,-402.3814332537797,99597.61856674623,99597.61856674623,True,baseline_linear | static | thr=0.5,no_basis,basis,24,baseline_ml
feature_ablation,baseline_ml,Simple ML Baseline,baseline-ml,no_funding,1,feature_ablation_baseline_ml_no_funding,logistic_l1,baseline-ml,baseline_linear,classification,test,completed,,,0.5,constant,avg_signal_return_bps,,static,none,permutation_validation,"{""c"": 0.1, ""class_weight"": ""balanced"", ""estimator"": ""logistic_l1"", ""l1_ratio"": null, ""max_iter"": 2500, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}",,,,,False,,,False,,,,"{""test"": 1}",1,1,-0.00033723407827002116,-0.00033723407827002116,-0.0003300761007316577,-0.0003300761007316577,-0.9893715479047814,-0.9893715479047814,-0.010570788018794977,-0.9906607013721022,-0.9893285347752766,-0.00033723407827002116,-0.00033723407827002116,-0.00033723407827002116,0.0,0.0,-33.72340782699497,-33.72340782699497,-33.72340782699497,-33.72340782699497,-33.72340782699497,1.0,1.0,1,0.00011171936096525528,2.2343872193051058e-05,0.2,40000.0,20.0,2.0,0.0,11.999999999999998,0.0,0.0,-11.723407826994972,-33.72340782699497,99966.276592173,99966.276592173,True,baseline_linear | static | thr=0.5,no_funding,funding,22,baseline_ml
feature_ablation,baseline_ml,Simple ML Baseline,baseline-ml,no_interaction,5,feature_ablation_baseline_ml_no_interaction,elastic_net_regression,baseline-ml,baseline_linear,regression,test,no_tradable_signals,test: signal_count == 0 for split 'test'.,test: signal_count == 0 for split 'test'.,0.0,constant,avg_signal_return_bps,,static,none,permutation_validation,"{""alpha"": 1.0, ""estimator"": ""elastic_net"", ""l1_ratio"": 0.2, ""random_state"": 42}",,,,,False,,,False,,,,"{""test"": 0}",0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,False,baseline_linear | static | thr=0,no_interaction,interaction,7,baseline_ml
feature_ablation,baseline_ml,Simple ML Baseline,baseline-ml,no_liquidity,4,feature_ablation_baseline_ml_no_liquidity,elastic_net_regression,baseline-ml,baseline_linear,regression,test,no_tradable_signals,test: signal_count == 0 for split 'test'.,test: signal_count == 0 for split 'test'.,0.0,constant,avg_signal_return_bps,,static,none,permutation_validation,"{""alpha"": 1.0, ""estimator"": ""elastic_net"", ""l1_ratio"": 0.2, ""random_state"": 42}",,,,,False,,,False,,,,"{""test"": 0}",0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,False,baseline_linear | static | thr=0,no_liquidity,liquidity,14,baseline_ml
feature_ablation,baseline_ml,Simple ML Baseline,baseline-ml,no_volatility,3,feature_ablation_baseline_ml_no_volatility,logistic_l1,baseline-ml,baseline_linear,classification,test,completed,,,0.5,constant,avg_signal_return_bps,,static,none,permutation_validation,"{""c"": 1.0, ""class_weight"": ""balanced"", ""estimator"": ""logistic_l1"", ""l1_ratio"": null, ""max_iter"": 2500, ""penalty"": ""l1"", ""random_state"": 42, ""solver"": ""liblinear""}",,,,,False,,,False,,,,"{""test"": 1}",1,1,-0.0003591843786664439,-0.0003591843786664439,-0.0003515605759408791,-0.0003515605759408791,-0.9893285347753367,-0.9893285347753367,-0.010570328451634038,-0.990658974005035,-0.9893285347753367,-0.0003591843786664439,-0.0003591843786664439,-0.0003591843786664439,0.0,0.0,-35.918437866641696,-35.918437866641696,-35.918437866641696,-35.918437866641696,-35.918437866641696,1.0,1.0,1,0.00011171936096525528,2.2343872193051058e-05,0.2,40000.0,20.0,2.0,0.0,11.999999999999998,0.0,0.0,-13.918437866641696,-35.918437866641696,99964.08156213336,99964.08156213336,True,baseline_linear | static | thr=0.5,no_volatility,volatility,14,baseline_ml
feature_ablation,deep_learning,Deep Learning,dl,no_basis,2,feature_ablation_deep_learning_no_basis,lstm,dl,deep_learning,regression,test,no_tradable_signals,test: signal_count == 0 for split 'test'.,test: signal_count == 0 for split 'test'.,0.0,constant,avg_signal_return_bps,,static,none,ablation_validation,"{""batch_size"": 256, ""bidirectional"": false, ""dropout"": 0.1, ""hidden_size"": 64, ""learning_rate"": 0.001, ""lookback_steps"": 48, ""model_name"": ""lstm"", ""num_layers"": 2, ""weight_decay"": 1e-05}",validation_avg_signal_return_bps,,validation_loss,1.2321209293,True,huber,huber,False,robust,0.01,0.99,"{""test"": 0}",0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,False,deep_learning | static | thr=0 | loss=huber | ckpt=validation_loss | scale=robust | fallback,no_basis,basis,24,deep_learning
feature_ablation,deep_learning,Deep Learning,dl,no_funding,1,feature_ablation_deep_learning_no_funding,lstm,dl,deep_learning,regression,test,no_tradable_signals,test: signal_count == 0 for split 'test'.,test: signal_count == 0 for split 'test'.,0.0,constant,avg_signal_return_bps,,static,none,ablation_validation,"{""batch_size"": 256, ""bidirectional"": false, ""dropout"": 0.1, ""hidden_size"": 64, ""learning_rate"": 0.001, ""lookback_steps"": 48, ""model_name"": ""lstm"", ""num_layers"": 2, ""weight_decay"": 1e-05}",validation_avg_signal_return_bps,,validation_loss,1.4449427644,True,huber,huber,False,robust,0.01,0.99,"{""test"": 0}",0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,False,deep_learning | static | thr=0 | loss=huber | ckpt=validation_loss | scale=robust | fallback,no_funding,funding,22,deep_learning
